EmployeeID,Skill,ProficiencyLevel,MonthsSinceLastUse,EvidenceType
E0401,NLP,3,46,Self-assessment
E0401,Stakeholder Management,4,30,Self-assessment
E0401,Machine Learning,5,6,Self-assessment
E0401,Data Governance,2,25,Manager validation
E0401,Generative AI,5,16,Manager validation
E0401,Data Storytelling,3,37,Self-assessment
E0401,Project Management,2,32,Project evidence
E0401,Python,4,8,Project evidence
E0402,SQL,3,38,Project evidence
E0402,HR Data Management,3,44,Self-assessment
E0402,Business Acumen,2,35,Self-assessment
E0402,Data Quality,2,8,Self-assessment
E0402,HRIS,4,29,Self-assessment
E0402,Stakeholder Management,2,17,Self-assessment
E0402,Workforce Planning,3,41,Self-assessment
E0402,People Analytics,2,26,Self-assessment
E0402,Talent Analytics,1,25,Manager validation
E0402,Statistics,1,33,Project evidence
E0402,Data Storytelling,3,35,Manager validation
E0403,SQL,2,42,Certification
E0403,HR Data Management,2,18,Self-assessment
E0403,Excel,1,9,Self-assessment
E0403,Recruiting Analytics,4,10,Certification
E0403,Stakeholder Management,1,40,Project evidence
E0403,HRIS,3,48,Project evidence
E0403,Learning Analytics,2,35,Self-assessment
E0403,Workforce Planning,4,17,Self-assessment
E0403,Statistics,2,17,Certification
E0403,Data Storytelling,2,39,Certification
E0403,Project Management,3,24,Certification
E0403,Skills Gap Analysis,1,23,Manager validation
E0404,Excel,1,28,Manager validation
E0404,Scenario Modeling,1,35,Certification
E0404,Data Quality,2,46,Project evidence
E0404,Stakeholder Management,1,21,Self-assessment
E0404,Communication,2,32,Manager validation
E0404,Forecasting,4,14,Certification
E0404,Project Management,2,37,Manager validation
E0405,Excel,3,8,Project evidence
E0405,Business Acumen,2,15,Manager validation
E0405,Project Management,3,44,Project evidence
E0405,Stakeholder Management,2,48,Manager validation
E0405,Forecasting,3,39,Self-assessment
E0405,Power BI,4,47,Self-assessment
E0406,HR Data Management,4,34,Certification
E0406,Business Acumen,2,17,Manager validation
E0406,Power BI,2,20,Self-assessment
E0406,Recruiting Analytics,3,11,Manager validation
E0406,Learning Analytics,3,12,Self-assessment
E0406,Data Storytelling,4,15,Manager validation
E0406,Talent Analytics,2,36,Self-assessment
E0406,Data Visualization,2,35,Self-assessment
E0406,Communication,1,39,Self-assessment
E0406,Talent Management,4,13,Self-assessment
E0406,Project Management,2,47,Self-assessment
E0407,Business Acumen,2,28,Project evidence
E0407,Data Modeling,3,19,Self-assessment
E0407,NLP,2,41,Self-assessment
E0407,Machine Learning,3,30,Certification
E0407,Generative AI,5,26,Self-assessment
E0407,Communication,1,36,Manager validation
E0407,Project Management,1,13,Project evidence
E0407,Python,4,25,Project evidence
E0408,Excel,2,6,Self-assessment
E0408,Business Acumen,4,5,Self-assessment
E0408,Communication,3,30,Certification
E0408,Data Storytelling,2,27,Self-assessment
E0408,Project Management,1,33,Self-assessment
E0408,Data Modeling,2,17,Manager validation
E0408,Power BI,2,24,Manager validation
E0409,SQL,4,18,Manager validation
E0409,Business Acumen,1,6,Certification
E0409,Data Quality,2,16,Manager validation
E0409,NLP,3,36,Self-assessment
E0409,Machine Learning,3,38,Certification
E0409,Generative AI,4,11,Self-assessment
E0409,Project Management,1,16,Project evidence
E0409,Python,4,5,Project evidence
E0410,Change Management,4,45,Self-assessment
E0410,Excel,1,15,Manager validation
E0410,Business Acumen,4,21,Manager validation
E0410,Data Quality,2,5,Project evidence
E0410,Data Modeling,3,5,Manager validation
E0410,NLP,4,5,Self-assessment
E0410,Stakeholder Management,5,6,Certification
E0410,Machine Learning,3,9,Self-assessment
E0410,Data Governance,2,40,Project evidence
E0410,Generative AI,2,9,Manager validation
E0410,Data Storytelling,2,35,Self-assessment
E0411,Excel,1,42,Certification
E0411,Business Acumen,3,38,Self-assessment
E0411,Project Management,1,29,Self-assessment
E0411,Forecasting,3,40,Self-assessment
E0411,Power BI,3,43,Project evidence
E0412,Change Management,3,44,Project evidence
E0412,Excel,1,38,Manager validation
E0412,Business Acumen,4,37,Self-assessment
E0412,Stakeholder Management,4,25,Certification
E0412,Data Governance,1,5,Project evidence
E0412,Communication,4,26,Project evidence
E0412,Data Storytelling,4,42,Manager validation
E0412,Project Management,1,30,Self-assessment
E0412,Statistics,3,17,Self-assessment
E0412,Python,2,24,Self-assessment
E0413,SQL,3,39,Manager validation
E0413,Excel,2,25,Manager validation
E0413,Data Modeling,3,25,Project evidence
E0413,Stakeholder Management,2,46,Self-assessment
E0413,Data Governance,2,10,Certification
E0413,Generative AI,3,23,Project evidence
E0413,Communication,3,33,Manager validation
E0413,Python,3,37,Certification
E0414,Power BI,1,22,Manager validation
E0414,Data Quality,1,40,Self-assessment
E0414,Employee Engagement,2,9,Project evidence
E0414,Stakeholder Management,3,47,Self-assessment
E0414,Communication,1,18,Manager validation
E0414,Data Storytelling,3,3,Project evidence
E0414,Project Management,2,7,Self-assessment
E0415,SQL,3,28,Project evidence
E0415,HR Data Management,3,48,Project evidence
E0415,Change Management,3,34,Self-assessment
E0415,Power BI,2,13,Certification
E0415,Business Acumen,3,28,Manager validation
E0415,Performance Analytics,4,25,Project evidence
E0415,Stakeholder Management,4,12,Self-assessment
E0415,Learning Analytics,1,26,Self-assessment
E0415,Data Storytelling,3,45,Self-assessment
E0415,People Analytics,3,47,Manager validation
E0415,Communication,2,17,Self-assessment
E0415,Talent Management,3,25,Self-assessment
E0415,Project Management,1,24,Manager validation
E0416,SQL,2,41,Manager validation
E0416,Business Acumen,1,26,Certification
E0416,Performance Analytics,3,37,Self-assessment
E0416,Data Quality,2,23,Project evidence
E0416,Employee Engagement,2,13,Self-assessment
E0416,HRIS,3,30,Certification
E0416,Talent Analytics,4,47,Certification
E0416,People Analytics,2,9,Self-assessment
E0416,Communication,3,6,Certification
E0416,Statistics,2,9,Self-assessment
E0416,Power BI,3,7,Manager validation
E0417,Change Management,4,14,Manager validation
E0417,Excel,2,17,Project evidence
E0417,Scenario Modeling,1,34,Project evidence
E0417,Business Acumen,4,4,Manager validation
E0417,Power BI,1,27,Certification
E0417,Data Quality,2,11,Self-assessment
E0417,Stakeholder Management,4,35,Certification
E0417,Communication,1,17,Project evidence
E0417,Data Storytelling,3,38,Self-assessment
E0417,Project Management,2,21,Self-assessment
E0418,Excel,1,35,Self-assessment
E0418,Business Acumen,3,16,Self-assessment
E0418,Data Quality,2,31,Manager validation
E0418,Data Storytelling,2,24,Manager validation
E0418,Power BI,4,12,Project evidence
E0418,Python,3,41,Manager validation
E0418,Statistics,2,44,Project evidence
E0419,Change Management,4,32,Certification
E0419,Excel,1,36,Manager validation
E0419,Business Acumen,3,5,Certification
E0419,Performance Analytics,2,31,Self-assessment
E0419,Data Quality,2,47,Manager validation
E0419,Stakeholder Management,4,12,Project evidence
E0419,Data Storytelling,4,30,Certification
E0419,Project Management,3,33,Manager validation
E0419,Talent Intelligence,2,38,Certification
E0419,Skills Gap Analysis,2,43,Project evidence
E0420,Excel,2,31,Self-assessment
E0420,Data Modeling,4,36,Self-assessment
E0420,Stakeholder Management,3,4,Self-assessment
E0420,Machine Learning,3,47,Manager validation
E0420,Data Governance,3,42,Manager validation
E0420,Generative AI,3,34,Manager validation
E0420,Project Management,1,7,Self-assessment
E0420,Python,4,37,Manager validation
E0421,Excel,2,43,Certification
E0421,Stakeholder Management,2,16,Project evidence
E0421,Data Visualization,4,4,Self-assessment
E0421,Statistics,3,19,Manager validation
E0421,Data Storytelling,2,17,Project evidence
E0421,Project Management,3,28,Manager validation
E0422,Change Management,3,39,Self-assessment
E0422,Business Acumen,3,34,Project evidence
E0422,Data Modeling,5,33,Project evidence
E0422,Stakeholder Management,4,41,Project evidence
E0422,Machine Learning,3,30,Project evidence
E0422,Data Governance,3,27,Manager validation
E0422,Generative AI,1,4,Manager validation
E0422,Communication,2,21,Manager validation
E0422,Data Storytelling,4,43,Self-assessment
E0422,Project Management,3,9,Manager validation
E0422,Python,3,24,Self-assessment
E0422,People Analytics,4,30,Manager validation
E0422,Skills Gap Analysis,2,42,Project evidence
E0423,Excel,4,44,Self-assessment
E0423,Scenario Modeling,3,47,Project evidence
E0423,Power BI,2,42,Project evidence
E0423,Stakeholder Management,1,13,Self-assessment
E0423,Communication,1,33,Self-assessment
E0423,Forecasting,2,31,Self-assessment
E0423,Project Management,3,28,Manager validation
E0423,Statistics,2,26,Self-assessment
E0424,Excel,3,34,Self-assessment
E0424,Business Acumen,2,27,Certification
E0424,Employee Engagement,2,9,Manager validation
E0424,Communication,1,25,Self-assessment
E0424,Data Storytelling,1,33,Self-assessment
E0424,Project Management,1,33,Self-assessment
E0425,Excel,2,18,Self-assessment
E0425,Business Acumen,2,38,Self-assessment
E0425,Data Quality,2,35,Manager validation
E0425,Employee Engagement,3,12,Certification
E0425,Communication,3,28,Project evidence
E0425,Power BI,3,25,Manager validation
E0426,Change Management,5,46,Project evidence
E0426,Power BI,3,16,Project evidence
E0426,Business Acumen,3,12,Self-assessment
E0426,Stakeholder Management,3,39,Self-assessment
E0426,Communication,2,13,Self-assessment
E0426,Data Storytelling,4,9,Manager validation
E0426,Project Management,2,40,Project evidence
E0427,SQL,3,5,Project evidence
E0427,Change Management,2,28,Manager validation
E0427,Excel,2,34,Manager validation
E0427,Business Acumen,4,4,Certification
E0427,NLP,3,10,Manager validation
E0427,Stakeholder Management,3,26,Manager validation
E0427,Data Governance,2,23,Self-assessment
E0427,Machine Learning,3,27,Manager validation
E0427,Data Storytelling,3,11,Project evidence
E0427,Project Management,1,31,Manager validation
E0427,Python,3,15,Manager validation
E0427,Data Modeling,3,45,Self-assessment
E0428,SQL,4,22,Manager validation
E0428,Change Management,4,40,Self-assessment
E0428,Business Acumen,4,22,Certification
E0428,Data Quality,1,8,Manager validation
E0428,Data Modeling,3,37,Certification
E0428,Stakeholder Management,5,28,Project evidence
E0428,Data Governance,3,5,Self-assessment
E0428,Machine Learning,3,26,Manager validation
E0428,Data Storytelling,5,6,Manager validation
E0428,Project Management,2,40,Manager validation
E0428,Python,1,45,Self-assessment
E0429,Excel,1,20,Manager validation
E0429,Data Quality,4,32,Self-assessment
E0429,Data Governance,2,18,Manager validation
E0429,Communication,3,45,Project evidence
E0429,Project Management,1,26,Self-assessment
E0429,People Analytics,3,3,Self-assessment
E0429,Workforce Planning,1,27,Manager validation
E0430,SQL,1,29,Self-assessment
E0430,Business Acumen,2,24,Project evidence
E0430,Data Quality,2,6,Project evidence
E0430,Recruiting Analytics,3,36,Manager validation
E0430,HRIS,4,46,Certification
E0430,Stakeholder Management,3,40,Manager validation
E0430,Data Storytelling,3,21,Project evidence
E0430,People Analytics,3,20,Certification
E0430,Talent Analytics,4,29,Manager validation
E0430,Data Visualization,2,16,Self-assessment
E0430,Talent Management,5,36,Self-assessment
E0431,SQL,1,42,Self-assessment
E0431,Change Management,2,33,Certification
E0431,Business Acumen,3,11,Project evidence
E0431,Performance Analytics,2,21,Manager validation
E0431,Employee Engagement,3,8,Certification
E0431,HRIS,3,8,Project evidence
E0431,Stakeholder Management,3,37,Self-assessment
E0431,Learning Analytics,2,4,Self-assessment
E0431,Talent Analytics,2,48,Self-assessment
E0431,Statistics,1,41,Self-assessment
E0431,Communication,3,45,Project evidence
E0431,Data Storytelling,5,5,Project evidence
E0431,Project Management,2,8,Manager validation
E0431,Internal Mobility,1,31,Project evidence
E0431,Talent Intelligence,2,19,Self-assessment
E0432,SQL,1,22,Self-assessment
E0432,HR Data Management,5,44,Self-assessment
E0432,Change Management,4,34,Manager validation
E0432,Excel,1,27,Project evidence
E0432,Business Acumen,2,21,Project evidence
E0432,Performance Analytics,3,6,Self-assessment
E0432,Recruiting Analytics,3,36,Project evidence
E0432,Stakeholder Management,3,23,Self-assessment
E0432,Workforce Planning,3,44,Project evidence
E0432,People Analytics,3,41,Project evidence
E0432,Statistics,2,26,Self-assessment
E0432,Data Storytelling,5,45,Manager validation
E0432,Project Management,3,34,Self-assessment
E0433,Excel,1,3,Manager validation
E0433,Business Acumen,2,15,Certification
E0433,Data Quality,1,8,Project evidence
E0433,Data Governance,1,46,Self-assessment
E0433,Communication,3,37,Self-assessment
E0433,Project Management,3,20,Manager validation
E0434,SQL,2,48,Self-assessment
E0434,Excel,3,40,Self-assessment
E0434,Performance Analytics,3,26,Self-assessment
E0434,Recruiting Analytics,4,37,Self-assessment
E0434,Stakeholder Management,2,43,Certification
E0434,Workforce Planning,5,23,Self-assessment
E0434,Talent Analytics,3,19,Certification
E0434,People Analytics,5,35,Self-assessment
E0434,Statistics,3,29,Certification
E0434,Data Visualization,3,44,Self-assessment
E0434,Project Management,1,19,Self-assessment
E0434,Power BI,3,23,Manager validation
E0434,Talent Intelligence,2,22,Manager validation
E0435,Excel,1,6,Self-assessment
E0435,Scenario Modeling,3,33,Manager validation
E0435,Stakeholder Management,3,20,Self-assessment
E0435,Statistics,4,19,Self-assessment
E0435,Communication,1,11,Self-assessment
E0435,Data Visualization,2,19,Self-assessment
E0435,Data Modeling,2,16,Project evidence
E0435,Power Query,2,19,Manager validation
E0436,Change Management,4,47,Self-assessment
E0436,Excel,3,18,Project evidence
E0436,Business Acumen,4,34,Certification
E0436,Data Quality,3,31,Manager validation
E0436,Stakeholder Management,4,21,Project evidence
E0436,Data Visualization,3,4,Self-assessment
E0436,Statistics,1,20,Project evidence
E0436,Data Storytelling,3,12,Manager validation
E0436,Power BI,4,37,Certification
E0437,Change Management,3,38,Self-assessment
E0437,Excel,1,45,Self-assessment
E0437,Scenario Modeling,2,39,Self-assessment
E0437,Business Acumen,3,7,Self-assessment
E0437,Power BI,4,28,Self-assessment
E0437,Stakeholder Management,3,17,Manager validation
E0437,Data Storytelling,4,31,Manager validation
E0437,Project Management,2,42,Self-assessment
E0437,Power Query,3,30,Self-assessment
E0437,Python,2,41,Self-assessment
E0438,Excel,3,47,Self-assessment
E0438,Scenario Modeling,3,8,Manager validation
E0438,Data Quality,1,42,Manager validation
E0438,Stakeholder Management,2,45,Manager validation
E0438,Power BI,2,13,Manager validation
E0438,SQL,2,18,Certification
E0438,Statistics,2,17,Self-assessment
E0439,Excel,2,40,Certification
E0439,Business Acumen,2,31,Project evidence
